0.0 0
10.0 3207
20.0 684
30.0 827
40.0 748
50.0 786
60.0 804
70.0 797
80.0 559
90.0 711
100.0 918
110.0 859
120.0 761
130.0 734
140.0 931
150.0 941
160.0 936
170.0 914
180.0 883
190.0 892
200.0 943
210.0 847
220.0 667
230.0 740
240.0 688
250.0 908
260.0 962
270.0 923
280.0 723
290.0 887
300.0 866
310.0 918
320.0 906
330.0 890
340.0 929
350.0 937
360.0 602
370.0 761
380.0 962
390.0 929
400.0 680
410.0 803
420.0 759
430.0 938
440.0 964
450.0 919
460.0 861
470.0 923
480.0 808
490.0 837
500.0 892
510.0 876
520.0 761
530.0 887
540.0 896
550.0 928
560.0 798
570.0 741
580.0 727
590.0 883
600.0 740
610.0 858
620.0 835
630.0 878
640.0 946
650.0 898
660.0 807
670.0 852
680.0 969
690.0 944
700.0 869
710.0 881
720.0 757
730.0 556
740.0 628
750.0 927
760.0 918
770.0 893
780.0 849
790.0 897
800.0 929
810.0 817
820.0 956
830.0 938
840.0 979
850.0 936
860.0 962
870.0 605
880.0 468
890.0 791
900.0 1019
910.0 950
920.0 903
930.0 962
940.0 842
950.0 752
960.0 917
970.0 925
980.0 907
990.0 912
1000.0 970
1010.0 813
1020.0 690
1030.0 752
1040.0 792
1050.0 969
1060.0 970
1070.0 942
1080.0 896
1090.0 796
1100.0 888
1110.0 859
1120.0 923
1130.0 829
1140.0 782
1150.0 870
1160.0 867
1170.0 663
1180.0 793
1190.0 675
1200.0 800
1210.0 903
1220.0 869
1230.0 887
1240.0 889
1250.0 846
1260.0 690
1270.0 875
1280.0 853
1290.0 797
1300.0 853
1310.0 915
1320.0 881
1330.0 847
1340.0 711
1350.0 705
1360.0 768
1370.0 861
1380.0 996
1390.0 876
1400.0 776
1410.0 823
1420.0 959
1430.0 1002
1440.0 799
1450.0 824
1460.0 822
1470.0 885
1480.0 939
1490.0 767
1500.0 925
1510.0 837
1520.0 726
1530.0 862
1540.0 797
1550.0 796
1560.0 927
1570.0 960
1580.0 885
1590.0 947
1600.0 952
1610.0 814
1620.0 903
1630.0 738
1640.0 741
1650.0 994
1660.0 791
1670.0 577
1680.0 648
1690.0 855
1700.0 881
1710.0 941
1720.0 872
1730.0 853
1740.0 911
1750.0 912
1760.0 887
1770.0 752
1780.0 665
1790.0 501
1800.0 748
1810.0 925
1820.0 882
1830.0 777
